MIM_000000,"['MIM_102300', 'MIM_106300', 'MIM_125480', 'MIM_126200', 'MIM_127700', 'MIM_131200', 'MIM_133180', 'MIM_137800', 'MIM_140600', 'MIM_142623', 'MIM_145600', 'MIM_146500', 'MIM_148000', 'MIM_155600', 'MIM_155601', 'MIM_165720', 'MIM_166760', 'MIM_181000', 'MIM_181800', 'MIM_182940', 'MIM_185100', 'MIM_188890', 'MIM_212750', 'MIM_215400', 'MIM_226400', 'MIM_235400', 'MIM_245300', 'MIM_246300', 'MIM_256700', 'MIM_258660', 'MIM_300125', 'MIM_300351', 'MIM_300425', 'MIM_300494', 'MIM_300495', 'MIM_300496', 'MIM_300497', 'MIM_300830', 'MIM_300847', 'MIM_300872', 'MIM_300909', 'MIM_309200', 'MIM_600155', 'MIM_600807', 'MIM_601744', 'MIM_601887', 'MIM_603388', 'MIM_604370', 'MIM_605218', 'MIM_605462', 'MIM_605990', 'MIM_606217', 'MIM_606581', 'MIM_606657', 'MIM_606788', 'MIM_606798', 'MIM_606856', 'MIM_607174', 'MIM_607248', 'MIM_607354', 'MIM_607373', 'MIM_607499', 'MIM_607507', 'MIM_607516', 'MIM_607681', 'MIM_607688', 'MIM_607832', 'MIM_607836', 'MIM_607850', 'MIM_608049', 'MIM_608446', 'MIM_608556', 'MIM_608709', 'MIM_608765', 'MIM_608812', 'MIM_608831', 'MIM_608864', 'MIM_608901', 'MIM_609048', 'MIM_609148', 'MIM_609378', 'MIM_609423', 'MIM_609532', 'MIM_609633', 'MIM_609753', 'MIM_609755', 'MIM_610297', 'MIM_610438', 'MIM_610439', 'MIM_610676', 'MIM_610836', 'MIM_610839', 'MIM_610908', 'MIM_610927', 'MIM_610938', 'MIM_610988', 'MIM_611015', 'MIM_611016', 'MIM_611162', 'MIM_611185', 'MIM_611242', 'MIM_611247', 'MIM_611469', 'MIM_611535', 'MIM_611536', 'MIM_611942', 'MIM_612100', 'MIM_612229', 'MIM_612230', 'MIM_612231', 'MIM_612232', 'MIM_612238', 'MIM_612239', 'MIM_612251', 'MIM_612253', 'MIM_612269', 'MIM_612357', 'MIM_612371', 'MIM_612372', 'MIM_612387', 'MIM_612388', 'MIM_612400', 'MIM_612401', 'MIM_612551', 'MIM_612555', 'MIM_612589', 'MIM_612590', 'MIM_612591', 'MIM_612592', 'MIM_612853', 'MIM_612922', 'MIM_612923', 'MIM_612924', 'MIM_612925', 'MIM_612926', 'MIM_613003', 'MIM_613013', 'MIM_613014', 'MIM_613015', 'MIM_613016', 'MIM_613024', 'MIM_613028', 'MIM_613029', 'MIM_613030', 'MIM_613031', 'MIM_613032', 'MIM_613033', 'MIM_613058', 'MIM_613059', 'MIM_613061', 'MIM_613062', 'MIM_613063', 'MIM_613067', 'MIM_613099', 'MIM_613223', 'MIM_613347', 'MIM_613348', 'MIM_613399', 'MIM_613410', 'MIM_613436', 'MIM_613551', 'MIM_613643', 'MIM_613656', 'MIM_613711', 'MIM_613712', 'MIM_613972', 'MIM_614009', 'MIM_614079', 'MIM_614090', 'MIM_614251', 'MIM_614291', 'MIM_614320', 'MIM_614371', 'MIM_614456', 'MIM_614466', 'MIM_614680', 'MIM_614740', 'MIM_614810', 'MIM_615032', 'MIM_615083', 'MIM_615091', 'MIM_615134', 'MIM_615197', 'MIM_615371', 'MIM_615529', 'MIM_615545', 'MIM_615557', 'MIM_615848', 'MIM_616106', 'MIM_616568', 'MIM_616818', 'MIM_616871', 'MIM_617075', 'MIM_617349', 'MIM_617892', 'MIM_617921', 'MIM_618231', 'MIM_618267', 'MIM_618307', 'MIM_618309']"
MIM_102300,[]
MIM_106300,[]
MIM_125480,[]
MIM_126200,[]
MIM_127700,[]
MIM_131200,[]
MIM_133180,[]
MIM_137800,[]
MIM_140600,[]
MIM_142623,[]
MIM_145600,[]
MIM_146500,[]
MIM_148000,[]
MIM_155600,[]
MIM_155601,[]
MIM_165720,[]
MIM_166760,[]
MIM_181000,[]
MIM_181800,[]
MIM_182940,[]
MIM_185100,[]
MIM_188890,[]
MIM_212750,[]
MIM_215400,[]
MIM_226400,[]
MIM_235400,[]
MIM_245300,[]
MIM_246300,[]
MIM_256700,[]
MIM_258660,[]
MIM_300125,[]
MIM_300351,[]
MIM_300425,[]
MIM_300494,[]
MIM_300495,[]
MIM_300496,[]
MIM_300497,[]
MIM_300830,[]
MIM_300847,[]
MIM_300872,[]
MIM_300909,[]
MIM_309200,[]
MIM_600155,[]
MIM_600807,[]
MIM_601744,[]
MIM_601887,[]
MIM_603388,[]
MIM_604370,[]
MIM_605218,[]
MIM_605462,[]
MIM_605990,[]
MIM_606217,[]
MIM_606581,[]
MIM_606657,[]
MIM_606788,[]
MIM_606798,[]
MIM_606856,[]
MIM_607174,[]
MIM_607248,[]
MIM_607354,[]
MIM_607373,[]
MIM_607499,[]
MIM_607507,[]
MIM_607516,[]
MIM_607681,[]
MIM_607688,[]
MIM_607832,[]
MIM_607836,[]
MIM_607850,[]
MIM_608049,[]
MIM_608446,[]
MIM_608556,[]
MIM_608709,[]
MIM_608765,[]
MIM_608812,[]
MIM_608831,[]
MIM_608864,[]
MIM_608901,[]
MIM_609048,[]
MIM_609148,[]
MIM_609378,[]
MIM_609423,[]
MIM_609532,[]
MIM_609633,[]
MIM_609753,[]
MIM_609755,[]
MIM_610297,[]
MIM_610438,[]
MIM_610439,[]
MIM_610676,[]
MIM_610836,[]
MIM_610839,[]
MIM_610908,[]
MIM_610927,[]
MIM_610938,[]
MIM_610988,[]
MIM_611015,[]
MIM_611016,[]
MIM_611162,[]
MIM_611185,[]
MIM_611242,[]
MIM_611247,[]
MIM_611469,[]
MIM_611535,[]
MIM_611536,[]
MIM_611942,[]
MIM_612100,[]
MIM_612229,[]
MIM_612230,[]
MIM_612231,[]
MIM_612232,[]
MIM_612238,[]
MIM_612239,[]
MIM_612251,[]
MIM_612253,[]
MIM_612269,[]
MIM_612357,[]
MIM_612371,[]
MIM_612372,[]
MIM_612387,[]
MIM_612388,[]
MIM_612400,[]
MIM_612401,[]
MIM_612551,[]
MIM_612555,[]
MIM_612589,[]
MIM_612590,[]
MIM_612591,[]
MIM_612592,[]
MIM_612853,[]
MIM_612922,[]
MIM_612923,[]
MIM_612924,[]
MIM_612925,[]
MIM_612926,[]
MIM_613003,[]
MIM_613013,[]
MIM_613014,[]
MIM_613015,[]
MIM_613016,[]
MIM_613024,[]
MIM_613028,[]
MIM_613029,[]
MIM_613030,[]
MIM_613031,[]
MIM_613032,[]
MIM_613033,[]
MIM_613058,[]
MIM_613059,[]
MIM_613061,[]
MIM_613062,[]
MIM_613063,[]
MIM_613067,[]
MIM_613099,[]
MIM_613223,[]
MIM_613347,[]
MIM_613348,[]
MIM_613399,[]
MIM_613410,[]
MIM_613436,[]
MIM_613551,[]
MIM_613643,[]
MIM_613656,[]
MIM_613711,[]
MIM_613712,[]
MIM_613972,[]
MIM_614009,[]
MIM_614079,[]
MIM_614090,[]
MIM_614251,[]
MIM_614291,[]
MIM_614320,[]
MIM_614371,[]
MIM_614456,[]
MIM_614466,[]
MIM_614680,[]
MIM_614740,[]
MIM_614810,[]
MIM_615032,[]
MIM_615083,[]
MIM_615091,[]
MIM_615134,[]
MIM_615197,[]
MIM_615371,[]
MIM_615529,[]
MIM_615545,[]
MIM_615557,[]
MIM_615848,[]
MIM_616106,[]
MIM_616568,[]
MIM_616818,[]
MIM_616871,[]
MIM_617075,[]
MIM_617349,[]
MIM_617892,[]
MIM_617921,[]
MIM_618231,[]
MIM_618267,[]
MIM_618307,[]
MIM_618309,[]
